"ENZYME"	"Substrate"	"Substrate_Name"	"Product"	"Product_Name"	"Organism_id"	"Substrate_Coef"	"Product_Coef"
"EC7"	"C7"	"MER_NAME_C7"	"C8"	"MER_NAME_C8"	"O9"	"5"	"1"
"EC7"	"C7"	"MER_NAME_C7"	"C8"	"MER_NAME_C8"	"O10"	"5"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O1"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O2"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O3"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O4"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O5"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O6"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O7"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O8"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O9"	"3"	"1"
"EC8"	"C8"	"MER_NAME_C8"	"C9"	"MER_NAME_C9"	"O10"	"3"	"1"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O1"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O2"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O3"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O4"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O5"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O6"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O7"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O8"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O9"	"1"	"2"
"EC9"	"C9"	"MER_NAME_C9"	"C10"	"MER_NAME_C10"	"O10"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O1"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O2"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O3"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O4"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O5"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O6"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O7"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O8"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O9"	"1"	"2"
"EC10"	"C10"	"MER_NAME_C10"	"C1"	"MER_NAME_C1"	"O10"	"1"	"2"
"EC11"	"C4"	"MER_NAME_C4"	"C11"	"MER_NAME_C11"	"O6"	"5"	"5"
"EC11"	"C4"	"MER_NAME_C4"	"C11"	"MER_NAME_C11"	"O2"	"5"	"5"
"EC11"	"C4"	"MER_NAME_C4"	"C11"	"MER_NAME_C11"	"O5"	"5"	"5"
"EC12"	"C11"	"MER_NAME_C11"	"C12"	"MER_NAME_C12"	"O2"	"1"	"2"
"EC12"	"C11"	"MER_NAME_C11"	"C12"	"MER_NAME_C12"	"O10"	"1"	"2"
"EC12"	"C11"	"MER_NAME_C11"	"C12"	"MER_NAME_C12"	"O5"	"1"	"2"
"EC13"	"C12"	"MER_NAME_C12"	"C13"	"MER_NAME_C13"	"O1"	"4"	"4"
"EC13"	"C12"	"MER_NAME_C12"	"C13"	"MER_NAME_C13"	"O5"	"4"	"4"
"EC13"	"C12"	"MER_NAME_C12"	"C13"	"MER_NAME_C13"	"O6"	"4"	"4"
"EC14"	"C13"	"MER_NAME_C13"	"C14"	"MER_NAME_C14"	"O8"	"2"	"1"
"EC14"	"C13"	"MER_NAME_C13"	"C14"	"MER_NAME_C14"	"O9"	"2"	"1"
"EC14"	"C13"	"MER_NAME_C13"	"C14"	"MER_NAME_C14"	"O6"	"2"	"1"
"EC15"	"C12"	"MER_NAME_C12"	"C15"	"MER_NAME_C15"	"O1"	"2"	"3"
"EC15"	"C12"	"MER_NAME_C12"	"C15"	"MER_NAME_C15"	"O5"	"2"	"3"
"EC15"	"C12"	"MER_NAME_C12"	"C15"	"MER_NAME_C15"	"O7"	"2"	"3"
"EC16"	"C15"	"MER_NAME_C15"	"C16"	"MER_NAME_C16"	"O9"	"4"	"4"
"EC16"	"C15"	"MER_NAME_C15"	"C16"	"MER_NAME_C16"	"O10"	"4"	"4"
"EC16"	"C15"	"MER_NAME_C15"	"C16"	"MER_NAME_C16"	"O6"	"4"	"4"
"EC17"	"C15"	"MER_NAME_C15"	"C17"	"MER_NAME_C17"	"O1"	"4"	"5"
"EC17"	"C15"	"MER_NAME_C15"	"C17"	"MER_NAME_C17"	"O5"	"4"	"5"
"EC17"	"C15"	"MER_NAME_C15"	"C17"	"MER_NAME_C17"	"O4"	"4"	"5"
"EC18"	"C1"	"MER_NAME_C1"	"C18"	"MER_NAME_C18"	"O1"	"2"	"3"
"EC18"	"C1"	"MER_NAME_C1"	"C18"	"MER_NAME_C18"	"O5"	"2"	"3"
"EC18"	"C1"	"MER_NAME_C1"	"C18"	"MER_NAME_C18"	"O2"	"2"	"3"
"EC19"	"C18"	"MER_NAME_C18"	"C19"	"MER_NAME_C19"	"O9"	"3"	"3"
"EC19"	"C18"	"MER_NAME_C18"	"C19"	"MER_NAME_C19"	"O3"	"3"	"3"
"EC19"	"C18"	"MER_NAME_C18"	"C19"	"MER_NAME_C19"	"O7"	"3"	"3"
"EC20"	"C19"	"MER_NAME_C19"	"C20"	"MER_NAME_C20"	"O3"	"4"	"5"
"EC20"	"C19"	"MER_NAME_C19"	"C20"	"MER_NAME_C20"	"O2"	"4"	"5"
"EC20"	"C19"	"MER_NAME_C19"	"C20"	"MER_NAME_C20"	"O6"	"4"	"5"
"EC21"	"C18"	"MER_NAME_C18"	"C21"	"MER_NAME_C21"	"O2"	"4"	"3"
"EC21"	"C18"	"MER_NAME_C18"	"C21"	"MER_NAME_C21"	"O9"	"4"	"3"
"EC21"	"C18"	"MER_NAME_C18"	"C21"	"MER_NAME_C21"	"O4"	"4"	"3"
"EC22"	"C21"	"MER_NAME_C21"	"C22"	"MER_NAME_C22"	"O6"	"2"	"3"
"EC22"	"C21"	"MER_NAME_C21"	"C22"	"MER_NAME_C22"	"O1"	"2"	"3"
"EC22"	"C21"	"MER_NAME_C21"	"C22"	"MER_NAME_C22"	"O2"	"2"	"3"
"EC23"	"C21"	"MER_NAME_C21"	"C23"	"MER_NAME_C23"	"O3"	"2"	"3"
"EC23"	"C21"	"MER_NAME_C21"	"C23"	"MER_NAME_C23"	"O5"	"2"	"3"
"EC23"	"C21"	"MER_NAME_C21"	"C23"	"MER_NAME_C23"	"O4"	"2"	"3"
"EC24"	"C2"	"MER_NAME_C2"	"C17"	"MER_NAME_C17"	"O9"	"3"	"2"
"EC24"	"C2"	"MER_NAME_C2"	"C17"	"MER_NAME_C17"	"O3"	"3"	"2"
"EC24"	"C2"	"MER_NAME_C2"	"C17"	"MER_NAME_C17"	"O7"	"3"	"2"
"EC25"	"C13"	"MER_NAME_C13"	"C25"	"MER_NAME_C25"	"O4"	"3"	"3"
"EC25"	"C13"	"MER_NAME_C13"	"C25"	"MER_NAME_C25"	"O7"	"3"	"3"
"EC25"	"C13"	"MER_NAME_C13"	"C25"	"MER_NAME_C25"	"O2"	"3"	"3"
"EC26"	"C25"	"MER_NAME_C25"	"C26"	"MER_NAME_C26"	"O6"	"1"	"2"
"EC26"	"C25"	"MER_NAME_C25"	"C26"	"MER_NAME_C26"	"O3"	"1"	"2"
"EC26"	"C25"	"MER_NAME_C25"	"C26"	"MER_NAME_C26"	"O1"	"1"	"2"
"EC27"	"C14"	"MER_NAME_C14"	"C27"	"MER_NAME_C27"	"O9"	"1"	"3"
"EC27"	"C14"	"MER_NAME_C14"	"C27"	"MER_NAME_C27"	"O8"	"1"	"3"
"EC27"	"C14"	"MER_NAME_C14"	"C27"	"MER_NAME_C27"	"O5"	"1"	"3"
"EC28"	"C10"	"MER_NAME_C10"	"C24"	"MER_NAME_C24"	"O4"	"4"	"1"
"EC28"	"C10"	"MER_NAME_C10"	"C24"	"MER_NAME_C24"	"O7"	"4"	"1"
"EC28"	"C10"	"MER_NAME_C10"	"C24"	"MER_NAME_C24"	"O10"	"4"	"1"
"EC29"	"C3"	"MER_NAME_C3"	"C12"	"MER_NAME_C12"	"O7"	"2"	"3"
"EC29"	"C3"	"MER_NAME_C3"	"C12"	"MER_NAME_C12"	"O3"	"2"	"3"
"EC29"	"C3"	"MER_NAME_C3"	"C12"	"MER_NAME_C12"	"O4"	"2"	"3"
"EC30"	"C16"	"MER_NAME_C16"	"C28"	"MER_NAME_C28"	"O8"	"1"	"4"
"EC30"	"C16"	"MER_NAME_C16"	"C28"	"MER_NAME_C28"	"O3"	"1"	"4"
"EC30"	"C16"	"MER_NAME_C16"	"C28"	"MER_NAME_C28"	"O1"	"1"	"4"
"EC31"	"C27"	"MER_NAME_C27"	"C28"	"MER_NAME_C28"	"O6"	"5"	"4"
"EC31"	"C27"	"MER_NAME_C27"	"C28"	"MER_NAME_C28"	"O10"	"5"	"4"
"EC31"	"C27"	"MER_NAME_C27"	"C28"	"MER_NAME_C28"	"O5"	"5"	"4"
